Date,year,Quarter,Month,Product_id,Product_name,Category,Region,Sales_units,Sales_amount,Revenue,Cost,Expenses,Profit,Profit_margin,Customer_count,New_customers,Repeat_customer,Ave_order_value,Discount_Amount,profit,profit_margin
2022-01-10,2022,Q1,Jan,P1002,Laptop,Electronics,East,495,879615,890087,601432.7,133432.7,155221.6,17.44,621,345,276,1433.31,1255,155221.60000000003,17.43892450962659
2019-04-21,2019,Q2,Apr,P1001,Mobile,Electronics,South,796,1482948,1493918,1003222.0,289831.6,200864.6,13.45,2930,1390,1540,509.87,4629,200864.40000000002,13.445476927113805
2020-06-15,2020,Q2,Jun,P1003,Tablet,Electronics,East,660,715440,734351,474614.5,76227.94,183508.6,24.99,2739,1422,1317,268.11,6744,183508.56,24.9892163284315
2020-09-21,2020,Q3,Sep,P1005,Smartwatch,Accessories,South,769,1547228,1570747,995605.6,193507.4,381634.0,24.3,3990,1185,2805,393.67,5148,381634.0,24.296337984411238
2022-04-10,2022,Q2,Apr,P1001,Mobile,Electronics,East,61,117974,138888,83888.89,30314.18,24684.93,17.77,2340,1089,1251,59.35,1605,24684.93,17.773263348885433
2023-09-14,2023,Q3,Sep,P1005,Smartwatch,Accessories,East,271,456364,464107,324933.4,74356.47,64817.1,13.97,228,85,143,2035.56,5194,64817.129999999976,13.96598844662976
2020-02-17,2020,Q1,Feb,P1001,Mobile,Electronics,South,723,1558788,1564501,1018639.0,213259.9,332602.6,21.26,2433,851,1582,643.03,5643,332602.1,21.259308878677608
2021-10-15,2021,Q4,Oct,P1003,Tablet,Electronics,East,628,576504,597972,380507.3,73477.2,143987.5,24.08,351,148,203,1703.62,2360,143987.5,24.079304716608803
2022-07-12,2022,Q3,Jul,P1002,Laptop,Electronics,East,199,309445,317626,208438.3,64655.83,44531.89,14.02,1350,422,928,235.28,3109,44531.87000000001,14.02022189619238
2022-11-21,2022,Q4,Nov,P1002,Laptop,Electronics,South,413,430346,444201,282324.5,55466.7,106409.8,23.96,1472,727,745,301.77,2920,106409.8,23.955326530106866
2024-07-10,2024,Q3,Jul,P1003,Tablet,Electronics,North,720,1336320,1341299,809023.8,222917.9,309357.3,23.06,1390,793,597,964.96,6906,309357.29999999993,23.064007354064973
2020-02-21,2020,Q1,Feb,P1005,Smartwatch,Accessories,North,137,233722,254263,170788.8,52531.7,30942.48,12.17,2511,793,1718,101.26,1127,30942.500000000015,12.169485925990024
2024-05-14,2024,Q2,May,P1001,Mobile,Electronics,West,566,1130868,1153416,734642.5,151971.8,266801.8,23.13,2068,903,1165,557.74,4634,266801.7,23.13143739986267
2023-12-15,2023,Q4,Dec,P1003,Tablet,Electronics,West,268,277380,301217,185125.1,26436.18,89655.72,29.76,1771,895,876,170.08,2284,89655.72,29.764495363807487
2019-04-14,2019,Q2,Apr,P1001,Mobile,Electronics,East,325,383175,396195,261863.7,77482.03,56849.27,14.35,3122,802,2320,126.9,5042,56849.26999999999,14.348810560456338
2020-03-27,2019,Q4,Dec,P1005,Smartwatch,Accessories,West,425,396525,411524,272822.7,56338.91,82362.39,20.01,2180,792,1388,188.77,2018,82362.38999999998,20.013994323538842
2023-12-12,2023,Q4,Dec,P1004,Headphones,Accessories,East,258,261870,284360,190393.2,47600.3,46366.53,16.31,3297,1102,2195,86.25,2902,46366.499999999985,16.305563370375577
2024-10-10,2024,Q4,Oct,P1004,Headphones,Accessories,South,739,990999,1005201,686236.9,133750.5,185213.6,18.43,1083,368,715,928.16,5070,185213.59999999998,18.42552882458334
2019-10-14,2019,Q4,Oct,P1003,Tablet,Electronics,South,118,193402,210603,129577.5,42131.78,38893.74,18.47,3990,1596,2394,52.78,5117,38893.72,18.46779010745336
2020-01-17,2020,Q1,Jan,P1003,Tablet,Electronics,West,56,73136,87143,48132.03,8811.29,30199.68,34.66,2580,757,1823,33.78,2024,30199.68,34.65531367981364
2022-10-21,2022,Q4,Oct,P1001,Mobile,Electronics,East,536,748792,763509,486399.5,127622.5,149487.0,19.58,2186,1168,1018,349.27,6803,149487.0,19.57894405959851
2024-03-22,2024,Q1,Mar,P1004,Headphones,Accessories,South,272,328304,342732,235295.7,44411.88,63024.42,18.39,2885,938,1947,118.8,319,63024.41999999999,18.388834424564966
2024-02-13,2024,Q1,Feb,P1002,Laptop,Electronics,East,358,465400,478418,312787.4,78251.56,87379.05,18.26,1888,764,1124,253.4,4424,87379.03999999998,18.26416230158564
2024-11-03,2024,Q4,Nov,P1004,Headphones,Accessories,East,164,345712,358331,201821.2,36905.38,119604.5,33.38,296,158,138,1210.58,3402,119604.41999999998,33.37819502080478
2020-07-19,2020,Q3,Jul,P1003,Tablet,Electronics,North,504,927864,950864,567263.7,123299.6,260300.6,27.38,575,317,258,1653.68,874,260300.70000000004,27.375176681418168
2022-11-27,2022,Q4,Nov,P1005,Smartwatch,Accessories,West,630,1224090,1243111,876653.0,186994.4,179463.6,14.44,338,142,196,3677.84,3619,179463.6,14.436651272492965
2020-09-11,2020,Q3,Sep,P1002,Laptop,Electronics,North,439,479388,488872,295940.0,90481.22,102450.8,20.96,964,414,550,507.13,2496,102450.78,20.956565317710975
2024-12-27,2024,Q4,Dec,P1001,Mobile,Electronics,West,125,146750,164419,117301.0,23106.45,24011.58,14.6,3047,1739,1308,53.96,6035,24011.55,14.603877897323303
2022-03-18,2022,Q1,Mar,P1001,Mobile,Electronics,East,85,160905,178579,123083.7,27446.16,28049.13,15.71,3504,1784,1720,50.96,1040,28049.140000000003,15.706852429456994
2019-06-28,2019,Q2,Jun,P1002,Laptop,Electronics,South,512,845824,859717,494918.1,173579.3,191219.7,22.24,1029,368,661,835.49,4343,191219.60000000003,22.242156430546334
2022-12-19,2022,Q4,Dec,P1003,Tablet,Electronics,East,85,125715,136059,87078.96,14373.19,34606.85,25.44,3669,1764,1905,37.08,2455,34606.84999999999,25.435178856231484
2023-07-12,2023,Q3,Jul,P1001,Mobile,Electronics,South,503,689110,710681,413241.7,75517.1,221922.2,31.23,3704,1011,2693,191.87,4637,221922.19999999998,31.226696647300262
2023-01-14,2023,Q1,Jan,P1002,Laptop,Electronics,South,62,96596,101213,56123.29,10052.44,35037.27,34.62,2079,739,1340,48.68,6420,35037.27,34.61736140614347
2019-03-01,2019,Q1,Mar,P1003,Tablet,Electronics,West,169,349492,362447,251534.4,49757.83,61154.74,16.87,738,243,495,491.12,6876,61154.770000000004,16.87274829147434
2021-03-05,2021,Q1,Mar,P1005,Smartwatch,Accessories,East,703,947644,953358,571941.4,87558.89,293857.7,30.82,3730,1548,2182,255.59,4327,293857.70999999996,30.823437785176182
2019-07-24,2019,Q3,Jul,P1001,Mobile,Electronics,East,77,109802,132909,78237.59,14620.91,40050.51,30.13,2461,634,1827,54.01,4830,40050.5,30.133775741296674
2022-08-31,2022,Q3,Aug,P1002,Laptop,Electronics,East,766,1482210,1496866,907122.2,327358.1,262385.8,17.53,2155,978,1177,694.6,2187,262385.70000000007,17.529003932215716
2024-11-13,2024,Q4,Nov,P1004,Headphones,Accessories,South,755,940730,948461,589900.6,177718.3,180842.1,19.07,3395,1368,2027,279.37,2912,180842.10000000003,19.066898902537904
2024-05-07,2024,Q2,May,P1002,Laptop,Electronics,North,226,332220,351976,194359.1,40872.97,116744.0,33.17,2321,1374,947,151.65,6041,116743.93,33.16815066936382
2024-07-06,2024,Q3,Jul,P1002,Laptop,Electronics,East,390,491010,507830,287052.9,49594.47,171182.6,33.71,2847,1003,1844,178.37,3065,171182.62999999998,33.70864856349565
2021-10-13,2021,Q4,Oct,P1003,Tablet,Electronics,West,690,1012920,1022079,647559.8,125937.8,248581.5,24.32,784,265,519,1303.67,1951,248581.39999999997,24.321153257233536
2023-04-16,2023,Q2,Apr,P1005,Smartwatch,Accessories,West,753,1332810,1340937,834509.0,250763.2,255664.8,19.07,3275,1729,1546,409.45,1757,255664.8,19.066130623586343
2019-01-20,2019,Q1,Jan,P1005,Smartwatch,Accessories,East,227,419042,436518,288732.2,59864.81,87921.02,20.14,2829,816,2013,154.3,4242,87920.98999999999,20.14143517563995
2021-01-17,2021,Q1,Jan,P1003,Tablet,Electronics,East,535,670355,683552,410372.4,136615.4,136564.1,19.98,1985,980,1005,344.36,5552,136564.19999999998,19.978611722297643
2019-01-14,2019,Q1,Jan,P1001,Mobile,Electronics,East,450,602550,610311,379834.6,73359.38,157117.1,25.74,2198,801,1397,277.67,3500,157117.02000000002,25.74376342553223
